system:index,ALL_ORBITS,MGRS_TILE,ORBITS_TO_KEEP,ORBIT_MEAN_NODATA_PERCENTAGE,.geo
0,[67.0],21MZR,[67.0],[8.560975609756101E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
1,[67.0],21MZS,[67.0],[2.371964071428572],"{""type"":""MultiPoint"",""coordinates"":[]}"
2,[67.0],21MZT,[67.0],[3.814265255813952],"{""type"":""MultiPoint"",""coordinates"":[]}"
3,[67.0],21MZU,[67.0],[3.2439024390243904E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
4,[67.0],22MBB,[67.0],[2.2063523333333332],"{""type"":""MultiPoint"",""coordinates"":[]}"
5,[67.0],22MBC,[67.0],[3.858042651162791],"{""type"":""MultiPoint"",""coordinates"":[]}"
6,[67.0],22MBD,[67.0],[3.560975609756097E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
7,[67.0],22MBE,[67.0],[2.188671523809524],"{""type"":""MultiPoint"",""coordinates"":[]}"
8,[67.0],22NBF,[67.0],[2.0068156428571426],"{""type"":""MultiPoint"",""coordinates"":[]}"
9,[67.0],22NBG,[67.0],[1.804878048780488E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
10,[67.0],22NCG,[67.0],[7.487804878048781E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
11,[67.0],22NCH,[67.0],[7.02439024390244E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
12,[67.0],22NCJ,[67.0],[5.390243902439024E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
13,[67.0],22NCK,[67.0],[4.1951219512195115E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
14,[67.0],22NCL,[67.0],[1.4634146341463415E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
15,[67.0],22NCM,[67.0],[63.09546363414634],"{""type"":""MultiPoint"",""coordinates"":[]}"
16,[67.0],22NDL,[67.0],[0.5494132195121952],"{""type"":""MultiPoint"",""coordinates"":[]}"
17,[67.0],22NDM,[67.0],[83.51392356097558],"{""type"":""MultiPoint"",""coordinates"":[]}"
18,[67.0],22NEL,[67.0],[69.59459687804876],"{""type"":""MultiPoint"",""coordinates"":[]}"
19,"[24.0, 67.0]",19FEV,"[24.0, 67.0]","[3.8024931818181824, 11.737318416666662]","{""type"":""MultiPoint"",""coordinates"":[]}"
20,"[67.0, 24.0]",19FFC,"[67.0, 24.0]","[9.249999999999999E-7, 96.8289225]","{""type"":""MultiPoint"",""coordinates"":[]}"
21,[67.0],20GLP,[67.0],[1.1184903170731708],"{""type"":""MultiPoint"",""coordinates"":[]}"
22,[67.0],20GMP,[67.0],[42.241822658536584],"{""type"":""MultiPoint"",""coordinates"":[]}"
23,[67.0],20GMQ,[67.0],[20.21001587804878],"{""type"":""MultiPoint"",""coordinates"":[]}"
24,[67.0],20GMR,[67.0],[6.188456860465116],"{""type"":""MultiPoint"",""coordinates"":[]}"
25,[67.0],20GMS,[67.0],[4.248971418604651],"{""type"":""MultiPoint"",""coordinates"":[]}"
26,[67.0],20GNQ,[67.0],[99.98476510810809],"{""type"":""MultiPoint"",""coordinates"":[]}"
27,[67.0],20GNR,[67.0],[89.72430855813955],"{""type"":""MultiPoint"",""coordinates"":[]}"
28,"[67.0, 110.0]",20HND,"[67.0, 110.0]","[11.098109022222223, 99.99656946153847]","{""type"":""MultiPoint"",""coordinates"":[]}"
29,[67.0],20HPH,[67.0],[2.0997988461538464],"{""type"":""MultiPoint"",""coordinates"":[]}"
30,[67.0],20JQL,[67.0],[1.5726815384615385],"{""type"":""MultiPoint"",""coordinates"":[]}"
31,[67.0],20JQM,[67.0],[2.046187775000001],"{""type"":""MultiPoint"",""coordinates"":[]}"
32,[67.0],21JTJ,[67.0],[1.0410256410256412E-5],"{""type"":""MultiPoint"",""coordinates"":[]}"
33,[67.0],21JTK,[67.0],[1.6119283000000006],"{""type"":""MultiPoint"",""coordinates"":[]}"
34,[67.0],21JTL,[67.0],[2.1600053902439034],"{""type"":""MultiPoint"",""coordinates"":[]}"
35,[67.0],21JUN,[67.0],[1.1E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
36,[67.0],21KUP,[67.0],[5.750000000000001E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
37,[67.0],21KUQ,[67.0],[1.5E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
38,[67.0],21KUR,[67.0],[1.5E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
39,[67.0],21KVT,[67.0],[5.862277813953488],"{""type"":""MultiPoint"",""coordinates"":[]}"
40,[67.0],21KVU,[67.0],[2.4E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
41,[139.0],22VFL,[139.0],[95.99601546428572],"{""type"":""MultiPoint"",""coordinates"":[]}"
42,[139.0],22UDV,[139.0],[1.9684149534883724],"{""type"":""MultiPoint"",""coordinates"":[]}"
43,[139.0],22UEA,[139.0],[28.048513761904772],"{""type"":""MultiPoint"",""coordinates"":[]}"
44,[139.0],22UEB,[139.0],[97.65382902857142],"{""type"":""MultiPoint"",""coordinates"":[]}"
45,[139.0],22UEV,[139.0],[42.55409995238095],"{""type"":""MultiPoint"",""coordinates"":[]}"
46,[139.0],19MFM,[139.0],[13.120382839999992],"{""type"":""MultiPoint"",""coordinates"":[]}"
47,[139.0],19MFN,[139.0],[1.976190476190476E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
48,[139.0],19MGN,[139.0],[1.5476190476190474E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
49,[139.0],19MGP,[139.0],[2.1904761904761908E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
50,[139.0],19MGQ,[139.0],[2.095966744186047],"{""type"":""MultiPoint"",""coordinates"":[]}"
51,[139.0],19MGR,[139.0],[1.9865590697674418],"{""type"":""MultiPoint"",""coordinates"":[]}"
52,[139.0],19MGS,[139.0],[9.238095238095239E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
53,[139.0],19MGT,[139.0],[1.9079555581395347],"{""type"":""MultiPoint"",""coordinates"":[]}"
54,[139.0],19MHS,[139.0],[2.3222724186046517],"{""type"":""MultiPoint"",""coordinates"":[]}"
55,[139.0],19MHT,[139.0],[1.903831581395349],"{""type"":""MultiPoint"",""coordinates"":[]}"
56,[139.0],19MHU,[139.0],[3.5476190476190467E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
57,[139.0],19MHV,[139.0],[2.126238767441861],"{""type"":""MultiPoint"",""coordinates"":[]}"
58,[139.0],19NHA,[139.0],[1.9659934186046515],"{""type"":""MultiPoint"",""coordinates"":[]}"
59,[139.0],19NHB,[139.0],[1.9084630232558137],"{""type"":""MultiPoint"",""coordinates"":[]}"
60,[139.0],20MKE,[139.0],[1.93006],"{""type"":""MultiPoint"",""coordinates"":[]}"
61,[139.0],20NKF,[139.0],[4.330641954545455],"{""type"":""MultiPoint"",""coordinates"":[]}"
62,[139.0],20NKG,[139.0],[1.9180987674418608],"{""type"":""MultiPoint"",""coordinates"":[]}"
63,[139.0],20NKH,[139.0],[1.906659627906977],"{""type"":""MultiPoint"",""coordinates"":[]}"
64,[139.0],20NKJ,[139.0],[3.880952380952381E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
65,[139.0],20NKK,[139.0],[3.5000000000000004E-5],"{""type"":""MultiPoint"",""coordinates"":[]}"
66,[139.0],20NLK,[139.0],[2.0000000000000003E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
67,[139.0],20NLL,[139.0],[4.7785714285714287E-5],"{""type"":""MultiPoint"",""coordinates"":[]}"
68,[139.0],20NLM,[139.0],[2.0714285714285713E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
69,[139.0],20NLN,[139.0],[9.285714285714285E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
70,[139.0],20NLP,[139.0],[3.7857142857142847E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
71,[139.0],20NMP,[139.0],[5.214285714285714E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
72,[139.0],20PLQ,[139.0],[5.095238095238094E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
73,[139.0],20PMQ,[139.0],[2.2321566279069773],"{""type"":""MultiPoint"",""coordinates"":[]}"
74,[139.0],20PMR,[139.0],[3.737803931818182],"{""type"":""MultiPoint"",""coordinates"":[]}"
75,[139.0],20PMS,[139.0],[6.190476190476191E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
76,[139.0],20PMT,[139.0],[0.0],"{""type"":""MultiPoint"",""coordinates"":[]}"
77,[139.0],20PMU,[139.0],[0.0],"{""type"":""MultiPoint"",""coordinates"":[]}"
78,[139.0],20PNA,[139.0],[0.0],"{""type"":""MultiPoint"",""coordinates"":[]}"
79,[139.0],20PNB,[139.0],[0.0],"{""type"":""MultiPoint"",""coordinates"":[]}"
80,[139.0],20PNC,[139.0],[0.0],"{""type"":""MultiPoint"",""coordinates"":[]}"
81,[139.0],20PNU,[139.0],[0.0],"{""type"":""MultiPoint"",""coordinates"":[]}"
82,[139.0],20PNV,[139.0],[0.0],"{""type"":""MultiPoint"",""coordinates"":[]}"
83,[139.0],20QPD,[139.0],[3.7244225454545457],"{""type"":""MultiPoint"",""coordinates"":[]}"
84,[139.0],20QPE,[139.0],[2.3809523809523811E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
85,[139.0],20QPF,[139.0],[0.006023357142857143],"{""type"":""MultiPoint"",""coordinates"":[]}"
86,[139.0],20QPG,[139.0],[78.37907326190478],"{""type"":""MultiPoint"",""coordinates"":[]}"
87,[139.0],17GPL,[139.0],[94.92891176190476],"{""type"":""MultiPoint"",""coordinates"":[]}"
88,[139.0],17GPM,[139.0],[59.72669579545456],"{""type"":""MultiPoint"",""coordinates"":[]}"
89,[139.0],17GPN,[139.0],[85.87997572727272],"{""type"":""MultiPoint"",""coordinates"":[]}"
90,[139.0],17GQL,[139.0],[71.22913397619044],"{""type"":""MultiPoint"",""coordinates"":[]}"
91,[139.0],17GQM,[139.0],[3.7308156818181826],"{""type"":""MultiPoint"",""coordinates"":[]}"
92,[139.0],17GQN,[139.0],[7.325815555555557],"{""type"":""MultiPoint"",""coordinates"":[]}"
93,[139.0],17GQP,[139.0],[24.80338320930232],"{""type"":""MultiPoint"",""coordinates"":[]}"
94,[139.0],17GQQ,[139.0],[52.03026249999998],"{""type"":""MultiPoint"",""coordinates"":[]}"
95,[139.0],17GQR,[139.0],[80.65039707317077],"{""type"":""MultiPoint"",""coordinates"":[]}"
96,[139.0],18GTA,[139.0],[70.35746992682928],"{""type"":""MultiPoint"",""coordinates"":[]}"
97,[139.0],18GTU,[139.0],[26.304090714285717],"{""type"":""MultiPoint"",""coordinates"":[]}"
98,[139.0],18GTV,[139.0],[48.475176761904756],"{""type"":""MultiPoint"",""coordinates"":[]}"
99,[139.0],18GUA,[139.0],[2.203066880952381],"{""type"":""MultiPoint"",""coordinates"":[]}"
100,[139.0],18GUU,[139.0],[0.0],"{""type"":""MultiPoint"",""coordinates"":[]}"
101,[139.0],18GUV,[139.0],[0.8901121428571428],"{""type"":""MultiPoint"",""coordinates"":[]}"
102,[139.0],18HTB,[139.0],[92.42922651162789],"{""type"":""MultiPoint"",""coordinates"":[]}"
103,[139.0],18HUB,[139.0],[6.689232255813952],"{""type"":""MultiPoint"",""coordinates"":[]}"
104,[139.0],18HUC,[139.0],[23.945324190476192],"{""type"":""MultiPoint"",""coordinates"":[]}"
105,[139.0],18HUD,[139.0],[46.50163876190476],"{""type"":""MultiPoint"",""coordinates"":[]}"
106,[139.0],18HUE,[139.0],[69.1931068571429],"{""type"":""MultiPoint"",""coordinates"":[]}"
107,[139.0],18HUF,[139.0],[91.5725523095238],"{""type"":""MultiPoint"",""coordinates"":[]}"
108,[139.0],18HVB,[139.0],[2.7286847441860465],"{""type"":""MultiPoint"",""coordinates"":[]}"
109,[139.0],18HVC,[139.0],[7.142857142857144E-8],"{""type"":""MultiPoint"",""coordinates"":[]}"
110,[139.0],18HVD,[139.0],[0.0],"{""type"":""MultiPoint"",""coordinates"":[]}"
111,[139.0],18HVE,[139.0],[7.142857142857144E-8],"{""type"":""MultiPoint"",""coordinates"":[]}"
112,[139.0],18HVF,[139.0],[3.6346760952380954],"{""type"":""MultiPoint"",""coordinates"":[]}"
113,[139.0],18HVG,[139.0],[27.01953602272727],"{""type"":""MultiPoint"",""coordinates"":[]}"
114,[139.0],18HVH,[139.0],[48.89982168181817],"{""type"":""MultiPoint"",""coordinates"":[]}"
115,[139.0],18HVJ,[139.0],[70.02786561904762],"{""type"":""MultiPoint"",""coordinates"":[]}"
116,[139.0],18HVK,[139.0],[92.52941921428574],"{""type"":""MultiPoint"",""coordinates"":[]}"
117,[139.0],18HWF,[139.0],[7.142857142857144E-8],"{""type"":""MultiPoint"",""coordinates"":[]}"
118,[139.0],18HWG,[139.0],[3.732957681818181],"{""type"":""MultiPoint"",""coordinates"":[]}"
119,[139.0],18HWH,[139.0],[4.421713272727273],"{""type"":""MultiPoint"",""coordinates"":[]}"
120,[139.0],18HWJ,[139.0],[7.142857142857144E-8],"{""type"":""MultiPoint"",""coordinates"":[]}"
121,[139.0],18HWK,[139.0],[4.3588879999999985],"{""type"":""MultiPoint"",""coordinates"":[]}"
122,[139.0],18HXK,[139.0],[6.380952380952381E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
123,[139.0],18JWL,[139.0],[25.44522123809524],"{""type"":""MultiPoint"",""coordinates"":[]}"
124,[139.0],18JWM,[139.0],[48.791895976190474],"{""type"":""MultiPoint"",""coordinates"":[]}"
125,[139.0],18JWN,[139.0],[72.22078790476192],"{""type"":""MultiPoint"",""coordinates"":[]}"
126,[139.0],18JWP,[139.0],[94.2586541904762],"{""type"":""MultiPoint"",""coordinates"":[]}"
127,[139.0],18JXL,[139.0],[5.4595238095238093E-5],"{""type"":""MultiPoint"",""coordinates"":[]}"
128,[139.0],18JXM,[139.0],[7.142857142857144E-8],"{""type"":""MultiPoint"",""coordinates"":[]}"
129,[139.0],18JXN,[139.0],[7.857142857142857E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
130,[139.0],18JXP,[139.0],[5.939002761904763],"{""type"":""MultiPoint"",""coordinates"":[]}"
131,[139.0],18JXQ,[139.0],[29.597595906976746],"{""type"":""MultiPoint"",""coordinates"":[]}"
132,[139.0],18JXR,[139.0],[53.52331168181818],"{""type"":""MultiPoint"",""coordinates"":[]}"
133,[139.0],18JXS,[139.0],[75.74853553488373],"{""type"":""MultiPoint"",""coordinates"":[]}"
134,[139.0],18JXT,[139.0],[96.13159242857144],"{""type"":""MultiPoint"",""coordinates"":[]}"
135,[139.0],18JYN,[139.0],[2.380952380952381E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
136,[139.0],18JYP,[139.0],[4.523809523809524E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
137,[139.0],18JYQ,[139.0],[1.9040202093023255],"{""type"":""MultiPoint"",""coordinates"":[]}"
138,[139.0],18JYR,[139.0],[4.0930562727272735],"{""type"":""MultiPoint"",""coordinates"":[]}"
139,[139.0],18JYS,[139.0],[5.714285714285715E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
140,[139.0],18JYT,[139.0],[8.286052142857143],"{""type"":""MultiPoint"",""coordinates"":[]}"
141,[139.0],18JZS,[139.0],[7.142857142857144E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
142,[139.0],18JZT,[139.0],[2.1428571428571428E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
143,[139.0],18KYA,[139.0],[78.50712702380952],"{""type"":""MultiPoint"",""coordinates"":[]}"
144,[139.0],18KYB,[139.0],[97.41736188888889],"{""type"":""MultiPoint"",""coordinates"":[]}"
145,[139.0],18KYU,[139.0],[31.35780592857142],"{""type"":""MultiPoint"",""coordinates"":[]}"
146,[139.0],18KYV,[139.0],[54.94340969047618],"{""type"":""MultiPoint"",""coordinates"":[]}"
147,[139.0],18KZA,[139.0],[0.006299023809523809],"{""type"":""MultiPoint"",""coordinates"":[]}"
148,[139.0],18KZB,[139.0],[12.768130581395344],"{""type"":""MultiPoint"",""coordinates"":[]}"
149,[139.0],18KZC,[139.0],[34.4809511904762],"{""type"":""MultiPoint"",""coordinates"":[]}"
150,[139.0],18KZD,[139.0],[61.06428593478262],"{""type"":""MultiPoint"",""coordinates"":[]}"
151,[139.0],18KZU,[139.0],[6.190476190476189E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
152,[139.0],18KZV,[139.0],[1.1904761904761906E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
153,[139.0],19JBM,[139.0],[1.0238095238095238E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
154,[139.0],19JBN,[139.0],[1.0E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
155,[139.0],19KBP,[139.0],[7.142857142857142E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
156,[139.0],19KBQ,[139.0],[1.0952380952380952E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
157,[139.0],19KBR,[139.0],[5.476190476190476E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
158,[139.0],19KBS,[139.0],[1.9486554883720935],"{""type"":""MultiPoint"",""coordinates"":[]}"
159,[139.0],19KBT,[139.0],[10.275519523809525],"{""type"":""MultiPoint"",""coordinates"":[]}"
160,[139.0],19KBU,[139.0],[35.398699086956526],"{""type"":""MultiPoint"",""coordinates"":[]}"
161,[139.0],19KCR,[139.0],[8.095238095238095E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
162,[139.0],19KCS,[139.0],[1.9060385581395347],"{""type"":""MultiPoint"",""coordinates"":[]}"
163,[139.0],19KCT,[139.0],[2.113499302325581],"{""type"":""MultiPoint"",""coordinates"":[]}"
164,[139.0],19KCU,[139.0],[7.193455782608695],"{""type"":""MultiPoint"",""coordinates"":[]}"
165,[139.0],19KDA,[139.0],[5.516579733333333],"{""type"":""MultiPoint"",""coordinates"":[]}"
166,[139.0],19KDB,[139.0],[4.087112181818182],"{""type"":""MultiPoint"",""coordinates"":[]}"
167,[139.0],19KDV,[139.0],[3.9578973409090903],"{""type"":""MultiPoint"",""coordinates"":[]}"
168,[139.0],19LDC,[139.0],[1.9085203255813952],"{""type"":""MultiPoint"",""coordinates"":[]}"
169,[139.0],19LDD,[139.0],[3.8023809523809516E-5],"{""type"":""MultiPoint"",""coordinates"":[]}"
170,[139.0],19LED,[139.0],[2.407142857142857E-5],"{""type"":""MultiPoint"",""coordinates"":[]}"
171,[139.0],19LEE,[139.0],[1.9048731395348837],"{""type"":""MultiPoint"",""coordinates"":[]}"
172,[139.0],19LEF,[139.0],[6.0920029555555555],"{""type"":""MultiPoint"",""coordinates"":[]}"
173,[139.0],19LEG,[139.0],[19.263175703703702],"{""type"":""MultiPoint"",""coordinates"":[]}"
174,[139.0],19LEH,[139.0],[10.510964312499999],"{""type"":""MultiPoint"",""coordinates"":[]}"
175,[139.0],19LEJ,[139.0],[8.333333333333332E-7],"{""type"":""MultiPoint"",""coordinates"":[]}"
176,[139.0],19LFJ,[139.0],[2.080918581395349],"{""type"":""MultiPoint"",""coordinates"":[]}"
177,[139.0],19LFK,[139.0],[2.0015611860465126],"{""type"":""MultiPoint"",""coordinates"":[]}"
178,[139.0],19LFL,[139.0],[1.9523809523809523E-6],"{""type"":""MultiPoint"",""coordinates"":[]}"
179,[68.0],19TFE,[68.0],[72.48305168292683],"{""type"":""MultiPoint"",""coordinates"":[]}"
180,[68.0],19TFF,[68.0],[0.01621358536585366],"{""type"":""MultiPoint"",""coordinates"":[]}"
181,[68.0],19TFG,[68.0],[4.036471906976744],"{""type"":""MultiPoint"",""coordinates"":[]}"
182,[68.0],19TGE,[68.0],[89.34644785365857],"{""type"":""MultiPoint"",""coordinates"":[]}"
183,[68.0],19TGF,[68.0],[59.452781000000016],"{""type"":""MultiPoint"",""coordinates"":[]}"
184,[68.0],19TGG,[68.0],[39.92668134883721],"{""type"":""MultiPoint"",""coordinates"":[]}"
185,[68.0],20TKK,[68.0],[93.13138095121948],"{""type"":""MultiPoint"",""coordinates"":[]}"
186,[68.0],20TKL,[68.0],[63.70217465853659],"{""type"":""MultiPoint"",""coordinates"":[]}"
187,[68.0],20TKM,[68.0],[37.46155069767441],"{""type"":""MultiPoint"",""coordinates"":[]}"
188,[68.0],21VVE,[68.0],[49.19296163414632],"{""type"":""MultiPoint"",""coordinates"":[]}"
189,[68.0],21VVF,[68.0],[96.2216042162162],"{""type"":""MultiPoint"",""coordinates"":[]}"
190,[68.0],18PWC,[68.0],[4.391867307692308],"{""type"":""MultiPoint"",""coordinates"":[]}"
191,[68.0],18QWD,[68.0],[4.311212025641026],"{""type"":""MultiPoint"",""coordinates"":[]}"
192,[68.0],18QWE,[68.0],[4.46189358974359],"{""type"":""MultiPoint"",""coordinates"":[]}"
193,[68.0],18QWF,[68.0],[11.503106395348837],"{""type"":""MultiPoint"",""coordinates"":[]}"
194,[68.0],18QXG,[68.0],[10.794556372093025],"{""type"":""MultiPoint"",""coordinates"":[]}"
195,[68.0],18QXH,[68.0],[6.055246119047619],"{""type"":""MultiPoint"",""coordinates"":[]}"
196,[68.0],18QXJ,[68.0],[0.0],"{""type"":""MultiPoint"",""coordinates"":[]}"
197,[68.0],18QXK,[68.0],[3.1972058780487806],"{""type"":""MultiPoint"",""coordinates"":[]}"
198,[68.0],18QYL,[68.0],[0.0],"{""type"":""MultiPoint"",""coordinates"":[]}"
199,[68.0],18QYM,[68.0],[16.46050669047619],"{""type"":""MultiPoint"",""coordinates"":[]}"
200,[68.0],18QZM,[68.0],[57.47381142857144],"{""type"":""MultiPoint"",""coordinates"":[]}"
201,[68.0],19QBG,[68.0],[65.79298116666666],"{""type"":""MultiPoint"",""coordinates"":[]}"
202,[68.0],17LMK,[68.0],[98.59053553658535],"{""type"":""MultiPoint"",""coordinates"":[]}"
203,[68.0],17LML,[68.0],[42.65223654761905],"{""type"":""MultiPoint"",""coordinates"":[]}"
204,[68.0],17LNK,[68.0],[84.07814446341462],"{""type"":""MultiPoint"",""coordinates"":[]}"
205,[68.0],17LNL,[68.0],[2.3636727619047626],"{""type"":""MultiPoint"",""coordinates"":[]}"
206,[68.0],17LPL,[68.0],[1.949455904761905],"{""type"":""MultiPoint"",""coordinates"":[]}"
207,[68.0],17MMM,[68.0],[55.34481939024389],"{""type"":""MultiPoint"",""coordinates"":[]}"
208,[68.0],17MNM,[68.0],[7.317073170731708E-8],"{""type"":""MultiPoint"",""coordinates"":[]}"
209,[68.0],17MPM,[68.0],[4.620604186046512],"{""type"":""MultiPoint"",""coordinates"":[]}"
